Fiscal Year,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Inbound/Outbound,Count of Seizure Events,Currency Seizures Amount (USD)
2023,JAN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,29884.0
2023,JAN,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Inbound,1,760.0
2023,JAN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,1,15220.0
2023,JAN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,6471.87
2023,JAN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,3,57145.0
2023,JAN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,3,93188.0
2023,JAN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,13,267049.0
2023,JAN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,24,606274.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,72,664260.01
2023,JAN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,3,20873.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,9,79697.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,6,1402927.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,12,7837.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,1,30030.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,25955.0
2023,JAN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,5,157580.0
2023,JAN,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Other,1,8000.0
2023,JAN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,40261.64
2023,JAN,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,298.7
2023,JAN,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,3,187980.0
2023,JAN,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Other,1,9188.14
2023,JAN,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,2158.0
2023,JAN,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,1,474.0
2023,JAN,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,2,36254.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,72145.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,2620.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,2,613.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,8,55402.77
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,1,12000.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,42000.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,3,162995.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,6,12426.0
2023,JAN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,3,42168.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Other,1,12905.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,1,24392.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,3,54831.75
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,1,236889.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,15,387485.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,8,187549.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,6,133375.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,3,39639.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,69682.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,31757.04
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,7,283448.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,2,9918.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,10,182410.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,19377.26
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,71329.0
2023,JUL,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,1,12700.0
2023,JUL,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,14028.87
2023,JUL,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,46924.0
2023,JUL,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,2,50091.37
2023,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,8,165818.0
2023,JUL,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,15,419472.8
2023,JUL,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Inbound,1,24805.0
2023,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,3,43420.0
2023,JUL,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,14,305839.0
2023,JUL,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,5,78408.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,23,168233.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,2,175638.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,12,102166.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,5,544629.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,12,3497.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,5,135808.17
2023,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,2,4150.0
2023,JUL,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,7,83252.0
2023,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,2,28532.0
2023,JUL,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,11290.0
2023,JUL,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,1645.0
2023,JUL,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,39700.0
2023,JUL,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,390.0
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,7282.0
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,8,71643.29000000001
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,10,30695.63
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,1410.9
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,72262.0
2023,JUL,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,3,2028.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,4,127476.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,17,410376.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,8,152182.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,3,89580.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,5,249498.08
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,4,174942.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,3,11355.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,5,91204.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Other,1,11302.5
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,6,121181.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,14885.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,2,78497.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,2,2000.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,9,141219.0
2023,JUN,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,75768.0
2023,JUN,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,3,38340.63
2023,JUN,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other,1,11023.0
2023,JUN,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,2,41700.0
2023,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,2,34331.0
2023,JUN,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,29,578152.0
2023,JUN,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,5,89451.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,25,142538.78
2023,JUN,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,4,105459.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,7,88245.95999999999
2023,JUN,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,10,143072.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,10,45959.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other,1,1142.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,6,223380.91
2023,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,3,18970.0
2023,JUN,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,3,252793.0
2023,JUN,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,3,41349.0
2023,JUN,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,3300.0
2023,JUN,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Other,1,5600.0
2023,JUN,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Other,1,1755.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,1,17279.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,2,15270.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,6,31952.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,9,283663.27
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,3,47093.44
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,137.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,7,19749.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,8,45794.0
2023,JUN,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,1,9400.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Outbound,5,105720.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,2,19626.94
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,4,109298.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,3,42298.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Other,1,40000.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,13,317293.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,5,85962.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,11,257752.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,5,253303.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,1074.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,58598.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,11,413100.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,1,35246.17
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,3,23222.08
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,2,100303.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,9,148898.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,21200.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,3,37900.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Other,1,192983.0
2023,MAR,Office of Field Operations,Central/Coastal/Other,Other,TAMPA FIELD OFFICE,Outbound,3,63730.0
2023,MAR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Inbound,1,10981.98
2023,MAR,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,1,1004.0
2023,MAR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,2,57385.0
2023,MAR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other,1,11411.15
2023,MAR,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,2,39000.0
2023,MAR,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,3,16897.87
2023,MAR,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,2,41656.0
2023,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,1,25572.0
2023,MAR,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,11,218790.0
2023,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,61,318112.76
2023,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other,1,5979.0
2023,MAR,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,1,5300.0
2023,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,9,122496.51
2023,MAR,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,10,256527.95
2023,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,21,163372.74
2023,MAR,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,8,365648.0
2023,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,7,43040.0
2023,MAR,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,1,24351.0
2023,MAR,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,12680.0
2023,MAR,U.S. Border Patrol,Central/Coastal/Other,Other,MIAMI SECTOR,Other,1,313.87
2023,MAR,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,1,47153.3
2023,MAR,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,1,2656.0
2023,MAR,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Other,1,5915.0
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other,1,277.55
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,9,252663.34
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,7,62682.29
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,5,31101.0
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other,2,65915.0
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,42754.0
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,9,30839.0
2023,MAR,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other,3,89388.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,5,171560.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,3,47292.6
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,2,37344.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,13,268399.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,6,131889.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,7,132892.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,1,28315.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,1,31090.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,2,22435.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Other,1,21480.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,8,350183.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,1.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,9,164797.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,2,5477.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,1,9100.0
2023,MAY,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,2,37390.0
2023,MAY,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Outbound,3,53031.87
2023,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,73014.89
2023,MAY,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Outbound,1,734.0
2023,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,2,36809.0
2023,MAY,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,1,18948.0
2023,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,3,61054.0
2023,MAY,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,23,385853.0
2023,MAY,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Outbound,4,91728.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,33,197553.9
2023,MAY,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Outbound,6,74339.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,8,159491.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,4,210019.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,13,37466.03
2023,MAY,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Outbound,4,187957.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,4,26408.0
2023,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,12,119925.0
2023,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Inbound,1,12670.13
2023,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,2,38040.0
2023,MAY,U.S. Border Patrol,Central/Coastal/Other,Other,NEW ORLEANS SECTOR,Other,2,9929.0
2023,MAY,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other,2,29017.0
2023,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Other,4,29843.0
2023,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other,1,155691.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other,2,87560.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other,8,93783.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other,5,18852.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other,2,1899.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other,6,290932.0
2023,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other,8,23093.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,ATLANTA FIELD OFFICE,Inbound,1,23398.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Inbound,2,35360.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,BALTIMORE FIELD OFFICE,Outbound,3,75937.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Inbound,2,40161.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,CHICAGO FIELD OFFICE,Outbound,14,314938.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Inbound,4,59819.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,HOUSTON FIELD OFFICE,Outbound,6,122235.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Inbound,4,69510.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,LOS ANGELES FIELD OFFICE,Outbound,2,29114.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Inbound,4,57605.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,MIAMI FIELD OFFICE,Outbound,4,111836.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Inbound,2,35770.16
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW ORLEANS FIELD OFFICE,Other,1,10020.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Inbound,1,800.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,NEW YORK FIELD OFFICE,Outbound,1,31249.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,PRECLEARANCE FIELD OFFICE,Inbound,14,303132.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Inbound,1,16969.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN FRANCISCO FIELD OFFICE,Outbound,3,83239.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Inbound,2,5105.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Other,2,2800.0
2023,NOV,Office of Field Operations,Central/Coastal/Other,Other,SAN JUAN FIELD OFFICE,Outbound,3,59472.0
2023,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Inbound,3,46480.35
2023,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Inbound,2,35556.96
2023,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Inbound,2,48613.0
2023,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Outbound,3,50832.0
2023,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Inbound,6,85534.69
2023,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Outbound,11,283751.0
2023,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Inbound,59,281204.32
2023,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Inbound,12,88567.0
2023,NOV,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Outbound,6,202816.0
2023,NOV,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Inbound,21,70138.0
2023,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Inbound,9,30440.0
2023,NOV,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Outbound,4,33422.0
2023,NOV,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Inbound,1,11165.0
2023,NOV,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Inbound,2,380.0
2023,NOV,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Outbound,1,15918.0
